model_name,method,sequence_length,designed_bits,stored_mb,designed_data_mb,designed_meta_mb,designed_footprint_mb,note,file_name,benchmark,seq_len,logit_cosine_similarity,logit_top1_match_rate,top1_mismatch_positions_head32,logit_top5_overlap_rate,kv_cosine_similarity,kv_relative_mse,evaluated_seq_len,task,num_samples,max_ctx_tokens,longbench_qasper_f1,samples,context_len,depths,trials_per_depth,n_trials,n_success,niah_success_rate,trials,stride,perplexity,prefill_time_sec,decode_time_sec,generated_tokens,tokens_per_second,warmup_runs,measure_runs,all_prefill_runs,all_decode_runs,fp16_baseline_mb,designed_compression_ratio,calculation_type,overall_pass,results,checks
,,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_sanity.json,sanity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,"{'passthrough': {'generated_ids': [23423, 1151, 22031, 23367, 2059, 2963, 4408, 1072, 1704, 1370, 1812, 29491, 2], 'identical_to_fp16': True, 'token_match_rate': 1.0, 'criterion': 'identical_to_fp16 == True'}, 'turbo_quant_7bit': {'generated_ids': [23423, 1151, 22031, 23367, 2059, 2963, 4408, 1072, 1704, 1370, 1812, 29491, 2], 'token_match_rate_vs_fp16': 1.0, 'criterion': 'token_match_rate >= 0.5 (near-lossless at 7bit)'}, 'rotor_quant_7bit': {'generated_ids': [23423, 1151, 22031, 23367, 2059, 2963, 4408, 1072, 1704, 1370, 1812, 29491, 2], 'token_match_rate_vs_fp16': 1.0, 'criterion': 'token_match_rate >= 0.5 (near-lossless at 7bit)'}, 'hyper_quant_7bit': {'generated_ids': [23423, 1151, 22031, 23367, 2059, 2963, 4408, 1072, 1704, 1370, 1812, 29491, 2], 'token_match_rate_vs_fp16': 1.0, 'criterion': 'token_match_rate >= 0.5 (near-lossless at 7bit)'}}",
meta-llama/Meta-Llama-3.1-8B,,,,,,,,,meta-llama_Meta-Llama-3.1-8B_sanity_ultra.json,sanity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,"{'ultra_hp_bypass_generation': {'generated_ids_fp16': [7445, 3571, 323, 1218, 526, 1001, 13, 128001], 'generated_ids_hp_bypass': [7445, 3571, 323, 1218, 526, 1001, 13, 128001], 'token_match_rate_vs_fp16': 1.0, 'criterion': 'token_match_rate >= 0.9 (lossless rotation/scale round-trip; FP4 grid snap bypassed)', 'pass': True}, 'ultra_native_4bit_roundtrip': {'rel_l2': 0.11036468406841654, 'index_min': 0, 'index_max': 15, 'index_in_range': True, 'criterion': 'rel_l2 < 0.4 and all indices in [0, 15]', 'pass': True}}"
meta-llama/Meta-Llama-3.1-8B,turbo_quant,8192.0,3.0,528.0,192.0,16.0,208.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,meta-llama_Meta-Llama-3.1-8B_turbo_quant_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,turbo_quant,,,,,,,logit_* は最終 logits 空間、kv_* はキャッシュ K/V ベクトル空間の忠実度,meta-llama_Meta-Llama-3.1-8B_turbo_quant_fidelity.json,fidelity,1024.0,0.8523953557014465,91.796875,"[5, 10, 11, 12, 18, 23, 29, 44, 57, 58, 72, 73, 86, 94, 109, 110, 112, 125, 131, 137, 148, 158, 162, 164, 165, 181, 185, 190, 209, 217, 219, 228]",57.12890625,0.8525469023734331,0.5202899347059429,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,turbo_quant,,,,,,,,meta-llama_Meta-Llama-3.1-8B_turbo_quant_longbench.json,longbench,,,,,,,,,qasper,10.0,6144.0,0.1580349037831457,"[{'index': 0, 'question': 'How is the ground truth for fake news established?', 'prediction': 'The ground truth is established by a single person. The person is a journalist and a researcher. The person has a PhD in Computer Science and has been working in', 'references': ['Ground truth is not established in the paper'], 'qa_f1': 0.31578947368421056}, {'index': 1, 'question': 'What is the GhostVLAD approach?', 'prediction': 'The GhostVLAD approach is a pooling strategy that was originally proposed for face recognition. It is an extension of the NetVLAD approach, which is itself an', 'references': ['extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.'], 'qa_f1': 0.2631578947368421}, {'index': 2, 'question': 'By how much does their model outperform the state of the art results?', 'prediction': '68.8% to 71.8% on the IEMOCAP dataset.\n\nQuestion: What is the main contribution of this paper?\nAnswer:', 'references': ['the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)'], 'qa_f1': 0.18750000000000003}, {'index': 3, 'question': 'What additional features and context are proposed?', 'prediction': 'The paper proposes the following additional features and context: (1) context tweets, (2) character-level features, (3) HybridCNN, (4)', 'references': ['using tweets that one has replied or quoted to as contextual information', 'text sequences of context tweets'], 'qa_f1': 0.1739130434782609}, {'index': 4, 'question': 'Which Facebook pages did they look at?', 'prediction': 'We chose different pages (and therefore domains and stances), aiming at a balanced and varied dataset, but we did so mainly based on intuition and availability, and', 'references': ['FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney', 'FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.'], 'qa_f1': 0.0}, {'index': 5, 'question': 'Do the hashtag and SemEval datasets contain only English data?', 'prediction': 'Yes, the data is English only.\nQuestion: Do you have any data for other languages?\nAnswer: We do not have data for other languages. We are', 'references': ['Yes', 'Yes'], 'qa_f1': 0.07407407407407407}, {'index': 6, 'question': 'What type of evaluation is proposed for this task?', 'prediction': 'The task is evaluated using the standard ROUGE evaluation metric.\nQuestion: What is the task about?\nAnswer: The task is about creating a concept map that summarizes', 'references': ['Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2'], 'qa_f1': 0.0975609756097561}, {'index': 7, 'question': 'What are the datasets used for evaluation?', 'prediction': 'We used the following datasets for evaluation:\n- CNN/DailyMail: contains news articles and their corresponding highlights. We used the standard splits of BIBREF24', 'references': ['CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum', 'the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22'], 'qa_f1': 0.3157894736842105}, {'index': 8, 'question': 'How does this approach compare to other WSD approaches employing word embeddings?', 'prediction': 'The proposed approach is different from other word sense disambiguation approaches employing word embeddings. The proposed approach is a probabilistic approach which models word distributions as Gaussian', 'references': ['GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.'], 'qa_f1': 0.05}, {'index': 9, 'question': 'How does their ensemble method work?', 'prediction': 'We started with the best model according to the validation set. Then in each step we added the best model that had not been tried yet. We kept it in', 'references': ['simply averaging the predictions from the constituent single models'], 'qa_f1': 0.10256410256410256}]",,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,turbo_quant,,,,,,,,meta-llama_Meta-Llama-3.1-8B_turbo_quant_niah.json,niah,,,,,,,,,,,,,,8192.0,"[0.1, 0.3, 0.5, 0.7, 0.9]",5.0,25.0,25.0,1.0,"[{'depth': 0.1, 'trial': 0, 'secret_key': 513653999, 'response': '513653999. The secret key for HPC cluster access is 513', 'success': True}, {'depth': 0.1, 'trial': 1, 'secret_key': 913847339, 'response': 'The secret key for HPC cluster access is 913847339. The secret', 'success': True}, {'depth': 0.1, 'trial': 2, 'secret_key': 551585301, 'response': 'The secret key for HPC cluster access is 551585301. The secret', 'success': True}, {'depth': 0.1, 'trial': 3, 'secret_key': 143469773, 'response': 'The secret key for HPC cluster access is 143469773. The secret', 'success': True}, {'depth': 0.1, 'trial': 4, 'secret_key': 378009742, 'response': '378009742. The secret key for HPC cluster access is 378', 'success': True}, {'depth': 0.3, 'trial': 0, 'secret_key': 648977048, 'response': 'The secret key for HPC cluster access is 648977048. The secret', 'success': True}, {'depth': 0.3, 'trial': 1, 'secret_key': 621760889, 'response': 'The secret key for HPC cluster access is 621760889. What is', 'success': True}, {'depth': 0.3, 'trial': 2, 'secret_key': 534794718, 'response': 'The secret key for HPC cluster access is 534794718. The secret', 'success': True}, {'depth': 0.3, 'trial': 3, 'secret_key': 941597326, 'response': 'The secret key for HPC cluster access is 941597326. What is', 'success': True}, {'depth': 0.3, 'trial': 4, 'secret_key': 991047768, 'response': 'The secret key for HPC cluster access is 991047768. The secret', 'success': True}, {'depth': 0.5, 'trial': 0, 'secret_key': 425679554, 'response': 'The secret key for HPC cluster access is 425679554. The secret', 'success': True}, {'depth': 0.5, 'trial': 1, 'secret_key': 611742081, 'response': 'The secret key for HPC cluster access is 611742081. The history', 'success': True}, {'depth': 0.5, 'trial': 2, 'secret_key': 484452587, 'response': 'The secret key for HPC cluster access is 484452587. The history', 'success': True}, {'depth': 0.5, 'trial': 3, 'secret_key': 726401695, 'response': '726401695. The history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.5, 'trial': 4, 'secret_key': 334551094, 'response': 'The secret key for HPC cluster access is 334551094. What is', 'success': True}, {'depth': 0.7, 'trial': 0, 'secret_key': 641903389, 'response': '641903389. The history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.7, 'trial': 1, 'secret_key': 249544006, 'response': 'The secret key for HPC cluster access is 249544006. The secret', 'success': True}, {'depth': 0.7, 'trial': 2, 'secret_key': 402621084, 'response': 'The secret key for HPC cluster access is 402621084. The secret', 'success': True}, {'depth': 0.7, 'trial': 3, 'secret_key': 250050891, 'response': 'The secret key for HPC cluster access is 250050891. The secret', 'success': True}, {'depth': 0.7, 'trial': 4, 'secret_key': 911538590, 'response': '911538590. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.9, 'trial': 0, 'secret_key': 201823753, 'response': '201823753. The history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.9, 'trial': 1, 'secret_key': 763968655, 'response': '763968655\nWhat is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.9, 'trial': 2, 'secret_key': 958351976, 'response': '958351976. The history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.9, 'trial': 3, 'secret_key': 368979133, 'response': '368979133. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.9, 'trial': 4, 'secret_key': 671835844, 'response': '671835844\nWhat is the secret key for HPC cluster access?', 'success': True}]",,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,turbo_quant,,,,,,,,meta-llama_Meta-Llama-3.1-8B_turbo_quant_ppl.json,ppl,2048.0,,,,,,,,,,,,,,,,,,,,512.0,6.817469120025635,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,turbo_quant,8192.0,,,,,,中央値。カーネル非改変のため量子化オーバーヘッド込みの速度であり、高速化の主張はできない。,meta-llama_Meta-Llama-3.1-8B_turbo_quant_speed.json,speed,,,,,,,,,,,,,,,,,,,,,,,1.2895,1.2064,32.0,26.53,1.0,3.0,"[1.29, 1.2893, 1.2895]","[1.2066, 1.2064, 1.2062]",,,,,,
meta-llama/Meta-Llama-3.1-8B,turbo_quant,8192.0,3.0,,192.0,16.0,208.0,,meta-llama_Meta-Llama-3.1-8B_turbo_quant_theoretical.json,theoretical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,4.92,analytical,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,8192.0,4.0,528.0,256.0,16.0,272.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,meta-llama_Meta-Llama-3.1-8B_ultra_quant_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,,,,,,,logit_* は最終 logits 空間、kv_* はキャッシュ K/V ベクトル空間の忠実度,meta-llama_Meta-Llama-3.1-8B_ultra_quant_fidelity.json,fidelity,1024.0,0.9895529747009277,97.75390625,"[8, 31, 44, 88, 109, 138, 158, 181, 182, 184, 192, 219, 229, 263, 270, 315, 327, 338, 364, 370, 385, 409, 410]",87.1289074420929,0.9749987768009305,0.20455060352105647,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,,,,,,,,meta-llama_Meta-Llama-3.1-8B_ultra_quant_longbench.json,longbench,,,,,,,,,qasper,10.0,6144.0,0.2832412957518605,"[{'index': 0, 'question': 'How is the ground truth for fake news established?', 'prediction': 'The ground truth for fake news is established by a single person. The person is a journalist and has been working on fake news for a long time. The person', 'references': ['Ground truth is not established in the paper'], 'qa_f1': 0.2631578947368421}, {'index': 1, 'question': 'What is the GhostVLAD approach?', 'prediction': 'The GhostVLAD approach is a pooling strategy that was originally proposed for face recognition. It is an extension of the NetVLAD approach, which adds ghost clusters', 'references': ['extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.'], 'qa_f1': 0.42105263157894735}, {'index': 2, 'question': 'By how much does their model outperform the state of the art results?', 'prediction': 'The proposed model outperforms the state-of-the-art methods by 68.8% to 71.8% when applied to the IEMOCAP', 'references': ['the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)'], 'qa_f1': 0.3225806451612903}, {'index': 3, 'question': 'What additional features and context are proposed?', 'prediction': 'The paper proposes to use context tweets as additional features. Context tweets are tweets that the user has replied to or has quoted. The paper also proposes to use latent', 'references': ['using tweets that one has replied or quoted to as contextual information', 'text sequences of context tweets'], 'qa_f1': 0.3809523809523809}, {'index': 4, 'question': 'Which Facebook pages did they look at?', 'prediction': 'They looked at a variety of pages, including Fox News, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon', 'references': ['FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney', 'FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.'], 'qa_f1': 0.5599999999999999}, {'index': 5, 'question': 'Do the hashtag and SemEval datasets contain only English data?', 'prediction': 'Yes, both datasets contain only English data. We plan to extend our toolkit to other languages in the future.\nQuestion: How do you handle hashtags with non-', 'references': ['Yes', 'Yes'], 'qa_f1': 0.07142857142857142}, {'index': 6, 'question': 'What type of evaluation is proposed for this task?', 'prediction': 'The authors propose to use the standard ROUGE evaluation metric for this task. They also propose to use the Pyramid metric, which is a metric that is more suitable', 'references': ['Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2'], 'qa_f1': 0.046511627906976744}, {'index': 7, 'question': 'What are the datasets used for evaluation?', 'prediction': 'We evaluated our model on three benchmark datasets, namely the CNN/DailyMail news highlights dataset, the New York Times Annotated Corpus (NYT), and X', 'references': ['CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum', 'the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22'], 'qa_f1': 0.6153846153846153}, {'index': 8, 'question': 'How does this approach compare to other WSD approaches employing word embeddings?', 'prediction': 'The proposed approach is different from other WSD approaches employing word embeddings. The proposed approach is a word embedding approach which learns multi-sense word embeddings by learning a', 'references': ['GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.'], 'qa_f1': 0.04878048780487805}, {'index': 9, 'question': 'How does their ensemble method work?', 'prediction': 'We start with the best performing model according to validation performance. Then in each step we try adding the best performing model that has not been previously tried. We keep', 'references': ['simply averaging the predictions from the constituent single models'], 'qa_f1': 0.10256410256410256}]",,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,,,,,,,,meta-llama_Meta-Llama-3.1-8B_ultra_quant_niah.json,niah,,,,,,,,,,,,,,8192.0,"[0.1, 0.3, 0.5, 0.7, 0.9]",5.0,25.0,25.0,1.0,"[{'depth': 0.1, 'trial': 0, 'secret_key': 513653999, 'response': '513653999. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.1, 'trial': 1, 'secret_key': 913847339, 'response': '913847339. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.1, 'trial': 2, 'secret_key': 551585301, 'response': '551585301', 'success': True}, {'depth': 0.1, 'trial': 3, 'secret_key': 143469773, 'response': '143469773. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.1, 'trial': 4, 'secret_key': 378009742, 'response': '378009742. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.3, 'trial': 0, 'secret_key': 648977048, 'response': '648977048', 'success': True}, {'depth': 0.3, 'trial': 1, 'secret_key': 621760889, 'response': '621760889', 'success': True}, {'depth': 0.3, 'trial': 2, 'secret_key': 534794718, 'response': '534794718', 'success': True}, {'depth': 0.3, 'trial': 3, 'secret_key': 941597326, 'response': '941597326', 'success': True}, {'depth': 0.3, 'trial': 4, 'secret_key': 991047768, 'response': '991047768', 'success': True}, {'depth': 0.5, 'trial': 0, 'secret_key': 425679554, 'response': '425679554. What is the secret key for HPC cluster access?', 'success': True}, {'depth': 0.5, 'trial': 1, 'secret_key': 611742081, 'response': '611742081', 'success': True}, {'depth': 0.5, 'trial': 2, 'secret_key': 484452587, 'response': '484452587\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.5, 'trial': 3, 'secret_key': 726401695, 'response': '726401695\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.5, 'trial': 4, 'secret_key': 334551094, 'response': '334551094\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.7, 'trial': 0, 'secret_key': 641903389, 'response': '641903389\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.7, 'trial': 1, 'secret_key': 249544006, 'response': '249544006\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.7, 'trial': 2, 'secret_key': 402621084, 'response': '402621084\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.7, 'trial': 3, 'secret_key': 250050891, 'response': '250050891\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.7, 'trial': 4, 'secret_key': 911538590, 'response': '911538590\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.9, 'trial': 0, 'secret_key': 201823753, 'response': '201823753\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.9, 'trial': 1, 'secret_key': 763968655, 'response': '763968655\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.9, 'trial': 2, 'secret_key': 958351976, 'response': '958351976', 'success': True}, {'depth': 0.9, 'trial': 3, 'secret_key': 368979133, 'response': '368979133\nThe history of modern computing dates back to the mid-', 'success': True}, {'depth': 0.9, 'trial': 4, 'secret_key': 671835844, 'response': '671835844\nThe history of modern computing dates back to the mid-', 'success': True}]",,,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,,,,,,,,meta-llama_Meta-Llama-3.1-8B_ultra_quant_ppl.json,ppl,2048.0,,,,,,,,,,,,,,,,,,,,512.0,5.6921772956848145,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,8192.0,,,,,,中央値。カーネル非改変のため量子化オーバーヘッド込みの速度であり、高速化の主張はできない。,meta-llama_Meta-Llama-3.1-8B_ultra_quant_speed.json,speed,,,,,,,,,,,,,,,,,,,,,,,1.6308,1.2326,32.0,25.96,1.0,3.0,"[1.6308, 1.6308, 1.6319]","[1.2318, 1.254, 1.2326]",,,,,,
meta-llama/Meta-Llama-3.1-8B,ultra_quant,8192.0,4.0,,256.0,16.0,272.0,,meta-llama_Meta-Llama-3.1-8B_ultra_quant_theoretical.json,theoretical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,3.76,analytical,,,
mistralai/Mistral-7B-Instruct-v0.3,fp16,8192.0,16.0,1024.0,1024.0,0.0,1024.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,mistralai_Mistral-7B-Instruct-v0.3_fp16_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,fp16,,,,,,,logit_* は最終 logits 空間、kv_* はキャッシュ K/V ベクトル空間の忠実度,mistralai_Mistral-7B-Instruct-v0.3_fp16_fidelity.json,fidelity,1024.0,1.0,100.0,[],100.0,1.0,0.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,fp16,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_fp16_longbench.json,longbench,,,,,,,,,qasper,10.0,6144.0,0.32562063446444783,"[{'index': 0, 'question': 'How is the ground truth for fake news established?', 'prediction': 'The ground truth for fake news was established by an expert who manually inspected the text field within the tweets to label them as containing fake news, or not', 'references': ['Ground truth is not established in the paper'], 'qa_f1': 0.2702702702702703}, {'index': 1, 'question': 'What is the GhostVLAD approach?', 'prediction': 'GhostVLAD is an extension of the NetVLAD approach, which was proposed for face recognition by Y. Zhong [10]. GhostVLAD', 'references': ['extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.'], 'qa_f1': 0.2727272727272727}, {'index': 2, 'question': 'By how much does their model outperform the state of the art results?', 'prediction': 'The proposed model outperforms the previous state-of-the-art methods by 68.8% to 71.8% when applied', 'references': ['the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)'], 'qa_f1': 0.3448275862068965}, {'index': 3, 'question': 'What additional features and context are proposed?', 'prediction': 'In addition to the original tweet, the context tweet is proposed as an additional feature. The context tweet is the tweet that the original tweet', 'references': ['using tweets that one has replied or quoted to as contextual information', 'text sequences of context tweets'], 'qa_f1': 0.16216216216216217}, {'index': 4, 'question': 'Which Facebook pages did they look at?', 'prediction': 'They looked at FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon', 'references': ['FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney', 'FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.'], 'qa_f1': 0.6818181818181818}, {'index': 5, 'question': 'Do the hashtag and SemEval datasets contain only English data?', 'prediction': 'Yes, the hashtag dataset contains only English data. The SemEval dataset contains data in multiple languages, but we only used the English data for our experiments', 'references': ['Yes', 'Yes'], 'qa_f1': 0.07407407407407407}, {'index': 6, 'question': 'What type of evaluation is proposed for this task?', 'prediction': 'The proposed evaluation is based on the comparison of the automatically generated concept maps with the reference concept maps. The evaluation metrics are based on the comparison of the concepts and', 'references': ['Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2'], 'qa_f1': 0.13333333333333333}, {'index': 7, 'question': 'What are the datasets used for evaluation?', 'prediction': 'The datasets used for evaluation are CNN/DailyMail news highlights dataset, New York Times Annotated Corpus (NYT), and XSum.', 'references': ['CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum', 'the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22'], 'qa_f1': 0.7058823529411765}, {'index': 8, 'question': 'How does this approach compare to other WSD approaches employing word embeddings?', 'prediction': 'The proposed approach is compared with the w2g and w2gm approaches which are based on word embeddings. The w2g approach uses a single', 'references': ['GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.'], 'qa_f1': 0.1111111111111111}, {'index': 9, 'question': 'How does their ensemble method work?', 'prediction': 'The ensemble was formed by simply averaging the predictions from the constituent single models. These single models were selected using the following algorithm.\nWe started with the', 'references': ['simply averaging the predictions from the constituent single models'], 'qa_f1': 0.5}]",,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,fp16,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_fp16_niah.json,niah,,,,,,,,,,,,,,8192.0,"[0.1, 0.3, 0.5, 0.7, 0.9]",5.0,25.0,25.0,1.0,"[{'depth': 0.1, 'trial': 0, 'secret_key': 513653999, 'response': '513653999', 'success': True}, {'depth': 0.1, 'trial': 1, 'secret_key': 913847339, 'response': '913847339', 'success': True}, {'depth': 0.1, 'trial': 2, 'secret_key': 551585301, 'response': '551585301', 'success': True}, {'depth': 0.1, 'trial': 3, 'secret_key': 143469773, 'response': '143469773', 'success': True}, {'depth': 0.1, 'trial': 4, 'secret_key': 378009742, 'response': '378009742', 'success': True}, {'depth': 0.3, 'trial': 0, 'secret_key': 648977048, 'response': '648977048', 'success': True}, {'depth': 0.3, 'trial': 1, 'secret_key': 621760889, 'response': '621760889', 'success': True}, {'depth': 0.3, 'trial': 2, 'secret_key': 534794718, 'response': '534794718', 'success': True}, {'depth': 0.3, 'trial': 3, 'secret_key': 941597326, 'response': '941597326', 'success': True}, {'depth': 0.3, 'trial': 4, 'secret_key': 991047768, 'response': '991047768', 'success': True}, {'depth': 0.5, 'trial': 0, 'secret_key': 425679554, 'response': '425679554', 'success': True}, {'depth': 0.5, 'trial': 1, 'secret_key': 611742081, 'response': '611742081', 'success': True}, {'depth': 0.5, 'trial': 2, 'secret_key': 484452587, 'response': '484452587', 'success': True}, {'depth': 0.5, 'trial': 3, 'secret_key': 726401695, 'response': '726401695', 'success': True}, {'depth': 0.5, 'trial': 4, 'secret_key': 334551094, 'response': '334551094', 'success': True}, {'depth': 0.7, 'trial': 0, 'secret_key': 641903389, 'response': '641903389', 'success': True}, {'depth': 0.7, 'trial': 1, 'secret_key': 249544006, 'response': '249544006', 'success': True}, {'depth': 0.7, 'trial': 2, 'secret_key': 402621084, 'response': '402621084', 'success': True}, {'depth': 0.7, 'trial': 3, 'secret_key': 250050891, 'response': '250050891', 'success': True}, {'depth': 0.7, 'trial': 4, 'secret_key': 911538590, 'response': '911538590', 'success': True}, {'depth': 0.9, 'trial': 0, 'secret_key': 201823753, 'response': '201823753', 'success': True}, {'depth': 0.9, 'trial': 1, 'secret_key': 763968655, 'response': '763968655', 'success': True}, {'depth': 0.9, 'trial': 2, 'secret_key': 958351976, 'response': '958351976', 'success': True}, {'depth': 0.9, 'trial': 3, 'secret_key': 368979133, 'response': '368979133', 'success': True}, {'depth': 0.9, 'trial': 4, 'secret_key': 671835844, 'response': '671835844', 'success': True}]",,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,fp16,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_fp16_ppl.json,ppl,2048.0,,,,,,,,,,,,,,,,,,,,512.0,4.875646591186523,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,fp16,8192.0,,,,,,中央値。カーネル非改変のため量子化オーバーヘッド込みの速度であり、高速化の主張はできない。,mistralai_Mistral-7B-Instruct-v0.3_fp16_speed.json,speed,,,,,,,,,,,,,,,,,,,,,,,1.2066,0.9167,32.0,34.91,1.0,3.0,"[1.2065, 1.2072, 1.2066]","[0.9171, 0.9167, 0.9166]",,,,,,
